,title,author,label
7736,Exclusive: Opposition Leader: Albania’s Soros-Affiliated PM Is Ruining Our Country,Neil W. McCabe,0
7738,Appeals Court Rejects Request to Immediately Restore Travel Ban - The New York Times,Mark Landler,0
7739,"Rand Paul on Obamacare Lite: There Is a ’Separation Between’ Ryan, Trump - Breitbart",Pam Key,0
7740,HSBC Bank Executives Face Charges in $3.5 Billion Currency Case - The New York Times,Alexandra Stevenson,0
7742,Cornyn Withdraws from Consideration to Replace Comey at FBI,Bob Price,0
7743,NYT Mag: Silicon Valley Has Been ‘Transformed’ into ‘Center of Anti-Trump Resistance’ - Breitbart,Lucas Nolan,0
7744,Mike Pence to National Catholic Prayer Breakfast: ’This Administration Stands with You’ - Breitbart,Alex Clark,0
7745,Virgil: The Real Purpose of the Left’s Permanent Campaign Against Steve Bannon,Virgil,0
7750,Court Leader or Leading Dissenter? Chief Justice’s Fate Tied to Election - The New York Times,Adam Liptak,0
7754,Amy Schumer Netflix Special Flooded with One-Star Reviews,Jerome Hudson,0
7756,Oscars ’In Memoriam’ Segment Pays Tribute to Living Producer,Jerome Hudson,0
7759,Witnesses Come Forward Following Facebook Livestream Gang Rape,Virginia Hale,0
7762,Wham! Italy Pummeled by 10 Earthquakes in Four Hours,"Thomas D. Williams, Ph.D.",0
7763,Four Movies You Should Know About Before the Golden Globes - The New York Times,Wesley Morris and Jenna Wortham,0
7764,MILO and Pamela Geller Protest Sharia-Advocate Linda Sarsour in NYC - Breitbart,Charlie Nash,0
7765,The New Yorker: ‘How Steve Bannon Conquered CPAC and the Republican Party’,Breitbart News,0
7766,"’Dems Own the Failed ObamaCare Disaster,’ Donald Trump Tweets - Breitbart",Alex Swoyer,0
7768,"Virgil: On This Memorial Day, Breitbart Readers Remember and Look to the Future - Breitbart",Virgil,0
7770,Tourists Abandon London Amid Terror Fears,Nick Hallett,0
7772,FLYNN: ’Tyranny of Status Quo’ Means ObamaCare Forever After Congress Whiffs on Repeal - Breitbart,Daniel J. Flynn,0
7774,"Phyllis Schlafly, ‘First Lady’ of a Political March to the Right, Dies at 92 - The New York Times",Douglas Martin,0
7777,Taliban Strike German Consulate in Afghan City of Mazar-i-Sharif - The New York Times,Najim Rahim and Fahim Abed,0
7778,Samantha Bee: ’Democrats Suck at Voting’ - Breitbart,Trent Baker,0
7782,"I’m a Doctor. If I Drop Food on the Kitchen Floor, I Still Eat It. - The New York Times",Aaron E. Carroll,0
7783,"Disappointing 2nd-Quarter Growth, Despite Strong Consumer Spending - The New York Times",Nelson D. Schwartz,0
7785,Madonna and Hillary: ‘Witch’ and ‘Nasty Woman’ as Sisters in Arms - The New York Times,Caryn Ganz and Patrick Healy,0
7787,Hot Mic: DHS Chief John Kelly Jokes Trump Can Use Ceremonial Saber ’On The Press’ - Breitbart,Katie McHugh,0
7788,Sean Spicer Lights Up ’Pathetic’ Critics of Donald Trump’s Holocaust Statement - Breitbart,Charlie Spiering,0
7789,John Podesta Stokes Russian Conspiracy Theories About Donald Trump,Charlie Spiering,0
7791,‘The Revenge of Analog’: See It. Feel It. Touch It. (Don’t Click) - The New York Times,Michiko Kakutani,0
7793,Holocaust-Themed Ice Dance in Russia Draws Condemnation - The New York Times,Ivan Nechepurenko and Sewell Chan,0
7795,Dutch Men Protest Homophobia by Holding Hands,Breitbart London,0
7797,"Trump: ’Sometimes You Have to Fuel the Well’ - Military ’More Important’ Than a Balanced Budget, ’We’ll Get There’ - Breitbart",Ian Hanchett,0
7800,Wall St. Regulators Propose Stricter Pay Rules for Bankers - The New York Times,Nathaniel Popper,0
7801,Mark Zuckerberg Calls for Universal Basic Income in America - Breitbart,Lucas Nolan,0
7802,Bernie Sanders and the Terms of Surrender - The New York Times,Nate Cohn and Toni Monkovic,0
7803,"Aleksei Navalny, Russian Opposition Leader, Receives 15-Day Sentence - The New York Times",Neil MacFarquhar and Ivan Nechepurenko,0
7805,"In Sumner Redstone Affair, His Decline Upends Estate Planning - The New York Times",James B. Stewart,0
7806,Donald Trump’s Threat to Close Door Reopens Old Wounds in Cuba - The New York Times,"Damien Cave, Azam Ahmed and Julie Hirschfeld Davis",0
7810,CBO Releases Score of Paul Ryan’s American Health Care Act - Breitbart,Breitbart News,0
7813,"Love and Black Lives, in Pictures Found on a Brooklyn Street - The New York Times",Annie Correal,0
7815,Mont Blanc Cable Car Passengers Are Stranded Aloft Overnight in French Alps - The New York Times,Lilia Blaise and Christopher Mele,0
7818,"A Toilet, but No Proper Plumbing: A Reality in 500,000 U.S. Homes - The New York Times",Sabrina Tavernise,0
7819,Chicago Tribune Issues Correction After Smearing MILO as a ’White Nationalist’ - Breitbart,Ben Kew,0
7820,Howard Dean Thinks FISA Court Was Set Up After 9/11...It Was Not - Breitbart,Samuel Chi,0
7822,Report: Trump Denounces Nuclear Arms Control Treaty to Putin - Breitbart,Kristina Wong,0
7824,"San Bernardino School Shooting Leaves 3 Dead, Including Student - The New York Times",Rebecca Fairley Raney and Jennifer Medina,0
7826,Iran’s President Says Donald Trump Can’t Tear Up Nuclear Pact - The New York Times,Thomas Erdbrink,0
7833,UK Conservatives Hire Senior Obama Aide to Help Election Campaign,Nick Hallett,0
7836,CBO: Full Repeal of Obamacare Insures More Americans than Ryan’s Obamacare-lite Plan - Breitbart,Sean Moran,0
7837,"Intel CEO Meets with Donald Trump, Promises 3,000 High-Tech Jobs - Breitbart",Charlie Spiering,0
7839,Bill Maher Apologizes for Using Racial Slur on ’Real Time’,Daniel Nussbaum,0
7840,Toddler Shot in the Head When Her Father Took Her on Drug Deal,Katherine Rodriguez,0
7841,EXCLUSIVE: Inside Venezuela: Starved Families Scavenge for Food in Garbage-Covered Streets - Breitbart,Ben Kew,0
7842,‘The Girl on the Train’ Takes the Fast Track From Book to Screen - The New York Times,Margy Rochlin,0
7843,"Hate Group Numbers in U.S. Rose for 2nd Year in a Row, Report Says - The New York Times",Liam Stack and Daniel Victor,0
7844,Voting Problems Prompt Comptroller to Vow Audit of New York City’s Elections Board - The New York Times,Elizabeth A. Harris,0
7846,Katinka Hosszu and Her Husband Raise Eyebrows at the Pool - The New York Times,Karen Crouse,0
7848,"After Victory in California, Hillary Clinton Turns Toward Donald Trump - The New York Times",Patrick Healy and Jonathan Martin,0
7850,Trump Budget Nominee Did Not Pay Taxes for Employee - The New York Times,Jennifer Steinhauer,0
7851,"50 Years After Apollo Disaster, Memorial for 3 Men, and for Era - The New York Times",Lily Koppel,0
7852,Don’t Let Them Tell You You’re Not at the Center of the Universe - The New York Times,Dennis Overbye,0
7853,VE Day: 72 Years Since 1945 Allied Victory over Germany in Europe,Oliver JJ Lane,0
7854,DOJ Budget Ramps Up Funding for Eminent Domain ’Land Acquisition’ in Potential Effort to Clear Way for Border Wall - Breitbart,Ian Mason,0
7855,Watch: Steelers WR Antonio Brown Live Streams Coach Calling Patriots ’A**holes’ - Breitbart,Trent Baker,0
7856,"Trump Tells G.O.P. It’s Now or Never, Demanding House Vote on Health Bill - The New York Times","Julie Hirschfeld Davis, Robert Pear and Thomas Kaplan",0
7857,Even Massive Influx in Immigrants Can’t Offset Exodus from Blue Cities - Breitbart,Neil Munro,0
7858,A Republican Wins in Kansas. It’s Still a Loss for the G.O.P. - The New York Times,Nate Cohn,0
7861,"The Massacre That Wasn’t, and a Turning Point for ‘Fake News’ - The New York Times",Jim Rutenberg,0
7870,Settlement Debate Flares Again in Israel’s Quarrel With Rights Group - The New York Times,Isabel Kershner,0
7873,Hospital Confirms Eric Trump Helped Raise $16.3 Million for It - The New York Times,Eric Lipton and Maggie Haberman,0
7875,Trump’s Tough Trade Talk Could Damage American Factories - The New York Times,"Peter S. Goodman, Neil Gough, Sui-Lee Wee and Jack Ewing",0
7877,Fight - The New York Times,Dan Barry,0
7878,12 Injured After Molotov Cocktail Explodes in Paris Restaurant - Breitbart,Katherine Rodriguez,0
7881,Fyre Festival Organizers Slapped with $100 Million Fraud Lawsuit,Daniel Nussbaum,0
7882,"Yemeni Bankers Get in Trouble Over a Customer, Al Qaeda - The New York Times",Saeed Al-Batati and Ben Hubbard,0
7885,"Colin Powell, in Hacked Emails, Shows Scorn for Trump and Irritation at Clinton - The New York Times",Michael D. Shear,0
7886,Facebook Adds Suicide Prevention Tools to Live Streaming - Breitbart,Lucas Nolan,0
7887,Five Must-See Shows if You’re in New York This Month - The New York Times,Ben Brantley,0
7888,"Fidel Castro, Formula One, François Fillon: Your Monday Briefing - The New York Times",Patrick Boehler,0
7891,Should We Be Scared of Butter? - The New York Times,Jane E. Brody,0
7894,"Brexit, Chris Christie, Ivanka Trump: Your Wednesday Evening Briefing - The New York Times","Karen Zraick, Daniel E. Slotnik and Sandra Stevenson",0
7895,‘We Are Orphans Here’ - The New York Times,Rachel Kushner,0
7897,Is Giving the Secret to Getting Ahead? - The New York Times,Susan Dominus,0
7898,Introducing The Upshot’s Presidential Prediction Model - The New York Times,Josh Katz,0
7899,Aleppo Close to Falling Under Complete Control of Syrian Government - The New York Times,Anne Barnard,0
7901,"Breitbart News #45 Most Trafficked U.S. Website, Beats HuffPo, WaPo, FoxNews 2 Billion Pageviews in 2016",Breitbart News,0
7902,A Business With Legs (and Abs): Boom Times for Male Striptease Revues - The New York Times,Brooks Barnes,0
7904,"Review: In ‘The Girl on the Train,’ a Boozy Emily Blunt Never Winks - The New York Times",Manohla Dargis,0
7905,Border Patrol Arrests Sex Offender Deported in Feb,Bob Price,0
7909,"Hillary Clinton, Donald Trump, Narendra Modi: Your Tuesday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
7910,EXCLUSIVE VIDEO: Bomb Squad In Action Ahead of Trump Inauguration,Brandon Darby,0
7911,The Images in ‘Billy Lynn’? Razor Sharp. Your Eyes? Bewildered. - The New York Times,Ben Kenigsberg,0
7913,Judge Blocks Trump Order on Refugees Amid Chaos and Outcry Worldwide - The New York Times,"Michael D. Shear, Nicholas Kulish and Alan Feuer",0
7914,"Report: U.S., Russia Said Agree To Assist Israel In Expelling Iran From Syria",Deborah Danan,0
7915,"At the Box Office, ‘Doctor Strange’ Is Lucky 13 for Marvel Hit Machine - The New York Times",Brooks Barnes,0
7919,WrestleMania Stories Collide in the Ring - The New York Times,Justin Bank,0
7921,Pence: World Will Know America Stands with Israel,Breitbart Jerusalem,0
7922,Bernie Sanders’s New Political Group Is Met by Staff Revolt - The New York Times,Alan Rappeport and Yamiche Alcindor,0
7925,"Court Backs Rules Treating Internet as Utility, Not Luxury - The New York Times",Cecilia Kang,0
7928,Rep. Adam Schiff’s Congressional Career Aided by Soros-Financed Groups - Breitbart,Aaron Klein,0
7930,Uber to Refund Passengers After Prices Surged During London Terror Attack - Breitbart,Charlie Nash,0
7932,"For Stranded Somali Refugees, ‘Friend of America’ Is a Deadly Label - The New York Times",Jeffrey Gettleman,0
7934,"Bernie Sanders, Eyeing Convention, Willing to Harm Hillary Clinton in the Homestretch - The New York Times","Patrick Healy, Yamiche Alcindor and Jeremy W. Peters",0
7936,Paul Ryan: ’No Evidence’ of Sessions Colluding with Russia During Election - Breitbart,Charlie Spiering,0
7937,"Jeff Sessions Rips Bureaucrats Refusing to Back Trump Policies, Touts Border Security Success - Breitbart",Ian Mason,0
7938,"With Uncertainty at Top of Ticket, Republicans Back Off in Some States - The New York Times",Jonathan Martin,0
7940,"In Kayak Death Case, Jury Will See Police Interrogation Video - The New York Times",Lisa W. Foderaro,0
7942,WaPo Drums Up ’Labor Shortage’ in Push for More Foreign Workers,John Binder,0
7945,"As Dubai’s Skyline Adds a Trophy, the Architect Calls It Stolen - The New York Times",Peter S. Goodman,0
7947,National Biotechnology Panel Faces New Conflict of Interest Questions - The New York Times,Stephanie Strom,0
7948,"Tony Romo Retires From N.F.L. and Heads to CBS, Replacing Simms - The New York Times",Victor Mather,0
7949,Report: Trump Commands State Department to Slash UN Funding in Half,Penny Starr,0
7950,Kathryn Steinle’s Family Gets Go-Ahead to Sue Federal Government - Breitbart,AWR Hawkins,0
7951,"James T. Hodgkinson, Shooting Suspect, Campaigned for Bernie Sanders - Breitbart",Joel B. Pollak,0
7952,"Hillary Clinton, Donald Trump, NATO: Your Thursday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
7956,"‘The Crown’ Episodes 1 and 2: Stiff Lips, Warm Heart - The New York Times",Tina Brown,0
7957,Shannon Watts: ’Gun Lobby’ Uses Word ’Suppressor’ to Confuse Us,AWR Hawkins,0
7958,Beyoncé Cancels Coachella Appearance Under Doctor’s Orders,Daniel Nussbaum,0
7959,Judge Rules Video Game Publisher 2K Games Owns the Rights to Your Face - Breitbart,Nate Church,0
7960,South Koreans Rally in Largest Protest in Decades to Demand President’s Ouster - The New York Times,Choe Sang-Hun,0
7963,Trump Administration’s First Immigrant Detention Center Goes Up in Texas,Ryan Saavedra,0
7964,"Amazon’s Ambitions Unboxed: Stores for Furniture, Appliances and More - The New York Times",Nick Wingfield,0
7965,Davi to Hollywood Elite: Invite Illegal Aliens and Refugees to the Oscars... or You’re Racists! - Breitbart,Robert Davi,0
7968,"Sergey Kislyak, Russian Envoy, Cultivated Powerful Network in U.S. - The New York Times",Neil MacFarquhar and Peter Baker,0
7970,Chicago Review of Books Editor Says MILO’s Words Could Inspire Terrorism - Breitbart,Lucas Nolan,0
7971,ESPN’s Scott Van Pelt on Layoffs: ’This Was a Very Difficult Day’ - Breitbart,Trent Baker,0
7973,"Seeking Support and Invoking Faith, Donald Trump Visits a Black Church for the First Time - The New York Times",Yamiche Alcindor and Alexander Burns,0
7974,"A Bigger Economic Pie, but a Smaller Slice for Half of the U.S. - The New York Times",Patricia Cohen,0
7975,President Trump Demands Investigation After Nancy Pelosi Lies About 2010 Meeting With Russian Ambassador - Breitbart,Penny Starr,0
7977,"Trump Begins Speech with Black History Month, Slams Antisemitism",Joel B. Pollak,0
7978,Mitch McConnell Won’t Rule Out Rescinding His Endorsement of Donald Trump - The New York Times,Maggie Haberman,0
7979,Ex-Chief of VW Holds Firm During Grilling on Emissions Deception - The New York Times,Alison Smale and Jack Ewing,0
7981,10 Free (or Cheap) Travel Apps Worth Downloading - The New York Times,Lucas Peterson,0
7982,"Donald Trump Assails His Accusers as Liars, and Unattractive - The New York Times",Alexander Burns and Nick Corasaniti,0
7983,Rand: ’This Is Obamacare Lite - It Will Not Pass’ - Breitbart,Trent Baker,0
7987,"Ultra Runner Karl Meltzer Sets Appalachian Trail Record, Fueled by Beer and Candy - The New York Times",Lindsay Crouse,0
7989,John Kerry Defends Iran Deal in San Francisco to Soros-Backed Group - Breitbart,Joel B. Pollak,0
7990,‘Carrie’ Is Back. Like a Bloody Hand From the Grave. - The New York Times,Gilbert Cruz,0
7991,"Hillary Clinton, Donald Trump, Vladimir Putin: Your Friday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
7992,Fox Sports’ Shannon Sharpe Urges Patriots to Boycott White House Visit After Super Bowl LI Win - Breitbart,Warner Todd Huston,0
7993,Texas Open-Carry Laws Blurred Lines Between Suspects and Marchers - The New York Times,"Manny Fernandez, Alan Blinder and David Montgomery",0
7994,Jeff Sessions on Immigration Law: ’I’m Going to Follow The Laws Passed By Congress’ - Breitbart,Julia Hahn,0
7996,"‘What Is Aleppo?’ Gary Johnson Asks, in an Interview Stumble - The New York Times",Alan Rappeport,0
7998,Lawyer ’Robin Hood of Refugees’ Sentenced to 15 Months in Prison for Asylum Scam - Breitbart,Katherine Rodriguez,0
7999,Supreme Court Justice Removes Brazil’s Senate Leader Amid Graft Case - The New York Times,Simon Romero,0
8000,In Defense of Moderate Drinking (Again) - The New York Times,Aaron E. Carroll,0
8001,Focus on Chief Justice as Supreme Court Hears Immigration Challenge - The New York Times,Adam Liptak,0
8003,"Arthur Hiller, ‘Love Story’ Director and Box-Office Magnet, Dies at 92 - The New York Times",Dave Kehr,0
8004,Looking for Love? Put On a Cat Sweater - The New York Times,Steve Bell,0
8005,In or Out? EU Is Hot-Button Issue In French Vote,Breitbart London,0
8007,5 Unanswered Questions About ABC’s Cancellation of ’Last Man Standing’,Daniel Nussbaum,0
8008,Trump to Interview 4 Candidates for National Security Adviser - The New York Times,Peter Baker and Maggie Haberman,0
8011,Tucker Carlson Confronts USA Today Editor Over Editorial Comparing Steve Bannon to ISIS Leader - Breitbart,Jeff Poor,0
8012,Gingrich on Jobs Numbers: ‘Beginning of Turning Trump Rally Into a Trump Reality’ - Breitbart,Pam Key,0
8013,"Judge Jeanine Slams Hillary Clinton: ’You’re a Loser’ - ’Face It, and Get Back In the Woods!’ - Breitbart",Trent Baker,0
8014,Donald Trump to John Lewis: Focus on Your ’Crime-Infested District’ Instead of Complaining About the Election - Breitbart,Katie McHugh,0
8015,White Lives Matter Has Been Declared a Hate Group - The New York Times,Liam Stack,0
8016,Turkey in Turmoil and Chaos Since Purge Aimed at Dissenters - The New York Times,Patrick Kingsley,0
8019,"Michael Phelps Puts His Game Face On, and What a Face It Is - The New York Times",Katie Rogers,0
8020,EU Gave Notre Dame Hammer Attack Jihadi Award For Writing Pro-Immigration Articles in Sweden,Liam Deacon,0
8021,"For Charles Oakley and Knicks, a Long-Simmering Feud Boils Over - The New York Times",Scott Cacciola,0
8028,"Hillary Clinton Has Clinched Democratic Nomination, Survey Reports - The New York Times",Amy Chozick and Patrick Healy,0
8032,Franklin Graham: Donald Trump Won Election by the ‘Hand of God’,"Thomas D. Williams, Ph.D.",0
8033,Feds Indict 33 ’Thief-in-Law’ Members of Russian Syndicate,Bob Price,0
8038,"Woman, 88, Talks Man Out of Raping Her by Saying She Is HIV-Positive - Breitbart",Katherine Rodriguez,0
8039,Report: Trump Signs Repeal of Obama’s Social Security Gun Ban - Breitbart,AWR Hawkins,0
8041,Pope Francis Takes 12 Refugees Back to Vatican After Trip to Greece - The New York Times,Jim Yardley,0
8042,Going for the Gold: Golfer-in-Chief Trump Keeps it Consistent with New Driver - Breitbart,Robert J. Marlow,0
8043,McCain: Trump Should Release His Tax Returns - Breitbart,Pam Key,0
8047,Media Was Silent When Obama Adopted Defense Proposals from Pro-Soviet Think Tank,Aaron Klein,0
8048,Regular Milk May Beat Low Fat for Kids - The New York Times,Nicholas Bakalar,0
8050,"‘Making It on My Own,’ With Mary Tyler Moore as a Guide - The New York Times",Jane Pauley,0
8052,"German Police Hold ’Day of Action Against Hate Postings’ Online, 36 Targeted",Breitbart London,0
8055,Chris Christie Commutes Sentence for USMC War Vet Charged over Legally Owned Gun - Breitbart,AWR Hawkins,0
8056,Hope Solo Takes Aim at Sweden After U.S. Women Are Ousted - The New York Times,Jay Schreiber,0
8060,J.P. Morgan Chase Pulls Ads from NBC News over Megyn Kelly Interview with Alex Jones,Daniel Nussbaum,0
8061,Ex-Cuomo Aides Charged in Federal Corruption Inquiry - The New York Times,"Benjamin Weiser, William K. Rashbaum and Vivian Yee",0
8062,Donald Trump and Hillary Clinton Set for Clash on Gun Control - The New York Times,Trip Gabriel,0
8063,Peacemaking Goes Awry as Donald Trump Lashes Out at G.O.P. Senators - The New York Times,"Alan Rappeport, Jennifer Steinhauer and Maggie Haberman",0
8065,"Amid Tide of Red on Electoral Map, West Coast Stays Defiantly Blue - The New York Times","Thomas Fuller, Jack Healy and Kirk Johnson",0
8066,‘They Will Kill Us’: Afghan Translators Plead for Delayed U.S. Visas - The New York Times,Emmarie Huetteman,0
8067,Gawker Is Said to Be Sold to Univision in a $135 Million Bid - The New York Times,Sydney Ember,0
8068,"Roger Wilkins, Champion of Civil Rights, Dies at 85 - The New York Times",Robert D. McFadden,0
8070,Nicolas Sarkozy Ordered to Stand Trial Over Campaign Finances - The New York Times,Aurelien Breeden,0
8071,Arctic’s Winter Sea Ice Drops to Its Lowest Recorded Level - The New York Times,Henry Fountain,0
8076,NYT: Trump Roars Again on Trade -- a Victory for White House Economic Nationalists,Breitbart News,0
8087,"Corn Pone, Rebooted: Country’s New Humor - The New York Times",Jewly Hight,0
8088,Mississippi Law Protecting Opponents of Gay Marriage Is Blocked - The New York Times,Campbell Robertson,0
8090,"The President Has Much Power Over Immigration, but How Much? - The New York Times",Adam Liptak,0
8091,Trump’s S.E.C. Nominee Disclosure Offers Rare Glimpse of Clients and Conflicts - The New York Times,Ben Protess and Matthew Goldstein,0
8094,Donald Trump Reaffirms Support for Warmer Relations With Putin - The New York Times,Alexander Burns,0
8095,"Janice Crouch, ‘Gospel of Prosperity’ Disciple, Dies at 78 - The New York Times",Daniel E. Slotnik,0
8096,"Donald Trump Budget Spends Big on Military and the Wall Cuts Foreign Aid, EPA, and Public Broadcasting",Charlie Spiering,0
8098,"On Anniversary of Pulse Jihadi Attack, Media Replaces Radical Ideology with Generic ’Hate’ - Breitbart",Adelle Nazarian,0
8099,Stoke-on-Trent Imam ’Told Congregation to Support Islamic State’,Liam Deacon,0
8101,"Report: Donald Trump’s 2016 TV Ads Promised Policies, Clinton’s Ads Were Personal Attacks - Breitbart",Neil Munro,0
8104,Keeping Your Old Phone Alive and Working - The New York Times,J. D. Biersdorfer,0
8106,"Trump, Price, Pruitt: Your Wednesday Evening Briefing - The New York Times",Karen Zraick and Sandra Stevenson,0
8107,"‘Obviously, Marital Vows Mean Nothing to Him’ - The New York Times",Lela Moore and Julia Simon,0
8108,"Under Trump, Approach to Civil Rights Law Is Likely to Change Definitively - The New York Times",Matt Apuzzo,0
8112,Refugees Encounter a Foreign Word: Welcome - The New York Times,Jodi Kantor and Catrin Einhorn,0
8115,CNN’s Don Lemon: There Is ’an Effort to Tar and Feather’ Susan Rice - Breitbart,Pam Key,0
8118,Macron INCREASES Lead Ahead of French Election Sunday - Breitbart,Breitbart London,0
8120,Tea Party Activists Look to President Trump to Clean Up Ryan’s Obamacare 2.0 - Breitbart,Michael Patrick Leahy,0
8123,A Wizard Comes to the Stage: ‘Harry Potter and the Cursed Child’ Begins Previews in London - The New York Times,The New York Times,0
8124,"Gems, Hidden in Plain Sight in Macedonia - The New York Times",Elizabeth Zach,0
8126,London Bridge Terror Ringleader May Have Plotted to Attack Wimbledon,Liam Deacon,0
8128,Thai Officials Battle Buddhist Monks Over Tigers’ Fate - The New York Times,Richard C. Paddock,0
8129,Bombing Suspect Pleads Not Guilty in Shootout With New Jersey Officers - The New York Times,Joseph Goldstein,0
8130,Regards ‘changés’ et ‘langues déliées’ : Des musulmanes évoquent l’Europe d’aujourd’hui - The New York Times,Lillie Dremeaux,0
8131,"Good at Skipping Ads? No, You’re Not - The New York Times",Tim Wu,0
8133,Tom Wolfe’s ‘The Kingdom of Speech’ Takes Aim at Darwin and Chomsky - The New York Times,Dwight Garner,0
8135,"Who Hates Free Trade Treaties? Surprisingly, Not Voters - The New York Times",Jackie Calmes,0
8136,"Muhammad Ali Jr., Detained Last Month at Airport, Stopped Again - The New York Times",Matthew Haag,0
8139,NY Times: Being a Sanctuary City ’Not Enough’,John Binder,0
8141,When a Couch Is More Than a Couch - The New York Times,Nina Riggs,0
8142,Adventures in Upscale Brooklyn - The New York Times,Freda Moon,0
8143,"Suburban Chicago School Teaches ’Blackenomics,’ ’Trans-Rights,’ and ’White Genocide Against Blacks’ - Breitbart",Warner Todd Huston,0
8144,The Emerging Trump Doctrine: Don’t Follow Doctrine - The New York Times,Peter Baker,0
8146,Exxon Mobil Fraud Inquiry Said to Focus More on Future Than Past - The New York Times,John Schwartz,0
8148,"Too Many Deer on the Road? Let Cougars Return, Study Says - The New York Times",James Gorman,0
8153,Germany’s Extreme Right Challenges Guilt Over Nazi Past  - The New York Times,Amanda Taub and Max Fisher,0
8154,Joe Biden: ‘I Wish to Hell I’d Just Kept Saying the Exact Same Thing’ - The New York Times,Jonathan Alter,0
8156,"Shaken by Sex Scandal, Oakland Police to Get New Leader, Again - The New York Times",Karen Workman,0
8157,Transition Team’s Request on Gender Equality Rattles State Dept. - The New York Times,Mark Landler,0
8158,Oddsmaker Adds Kamala Harris to List of 2020 Candidates at 33-to-1 - Breitbart,Joel B. Pollak,0
8159,Report: ’72 Terrorists Came From Countries Covered by Trump Vetting Order’,Michael Patrick Leahy,0
8160,Trump’s $1.6 Billion Budget for Border Walls -- Mostly for South Texas,Bob Price,0
8163,F.D.A. Approves Muscular Dystrophy Drug That Patients Lobbied For - The New York Times,Sabrina Tavernise,0
8165,Letter From Former Officials Urges Donald Trump to Detail Foreign Dealings - The New York Times,Maggie Haberman,0
8171,Republicans Start Lining Up to Fight for the N.E.A. and N.E.H. - The New York Times,Michael Cooper and Sopan Deb,0
8172,Cardinal Robert Sarah: Criticisms of Pope Benedict XVI Are ‘Diabolical’,"Thomas D. Williams, Ph.D.",0
8174,How High Blood Pressure May Hurt Children’s Brains - The New York Times,Catherine Saint Louis,0
8175,"Merkel Warned Support Being ’Destroyed’ by Failure to Deport 500,000 Asylum Seekers",Nick Hallett,0
8176,Report: Fox News Parting with Bill O’Reilly,Ben Kew,0
8181,Clues to the Mystery of Prince’s Final Days - The New York Times,John Eligon and Serge F. Kovaleski,0
8182,"Russia Vetoes U.N. Draft Resolution Condemning Chemical Attack in Syria, China Abstains",John Hayward,0
8183,Bob Dole Worked Behind the Scenes on Trump-Taiwan Call - The New York Times,Julie Hirschfeld Davis and Eric Lipton,0
8185,Jeopardy’s Ken Jennings Mocks Barron Trump’s Reaction to Beheading Photo: ’His Little Heart Is Breaking’ - Breitbart,Katie McHugh,0
8190,Victims in Istanbul Airport Attack Reflect City’s International Character - The New York Times,"Tim Arango, Sabrina Tavernise and Ceylan Yeginsu",0
8191,"Klimt’s Women, Real and on Canvas - The New York Times",Ken Johnson,0
8192,Trump Chooses Army General H.R. McMaster for National Security Adviser - Breitbart,John Hayward,0
8194,FIFA Shares Results of Investigation and Tries to Turn the Page - The New York Times,Rebecca R. Ruiz,0
8195,Old Treaties and New Alliances Empower Native Americans - The New York Times,Kirk Johnson,0
8196,Jeff Koons Is Giving Sculpture to Paris to Remember Terror Victims - The New York Times,Rachel Donadio,0
8199,North Korea to Tillerson: We Are Ready for ’Any War the U.S. Would Like’,Frances Martel,0
8200,’Facezam’ App Lets Strangers Stalk Your Facebook Profile by Taking a Picture of You **UPDATE** It’s a Hoax - Breitbart,Nate Church,0
8201,Meet Evatar: The Lab Model That Mimics the Female Reproductive System - The New York Times,Christine Hauser,0
8202,When Your Child Is the Travel Agent - The New York Times,Seth Kugel,0
8205,"Fake News: Wilders Slams Foreign Criminals, Media Twists Words Into Attack on All Moroccans - Breitbart",Virginia Hale,0
8209,Washington Post Blind Item: FBI Russia Probe Expands to WH Adviser ’Close to the President’,Penny Starr,0
8211,Fandor: A Streaming Rabbit Hole Worth Falling Down - The New York Times,Glenn Kenny,0
8212,Obama Lavishes Praise on Josh Earnest During Last White House Press Briefing - Breitbart,Charlie Spiering,0
8213,Star Jones to Barron Trump: ’There Is a Lot to Have Been Embarrassed About If That Was Your Father’ - Breitbart,Pam Key,0
8216,"Obamacare Options? In Many Parts of Country, Only One Insurer Will Remain - The New York Times",Reed Abelson and Margot Sanger-Katz,0
8221,There Are More White Voters Than People Think. That’s Good News for Trump. - The New York Times,Nate Cohn,0
8223,Trump Says Nordstrom Treated His Daughter ‘So Unfairly’ Fireworks Before Final Vote on Jeff Sessions - The New York Times,"Richard Pérez-Peña, Dana Goldstein, Emmarie Huetteman and Matt Flegenheimer",0
8225,Twitter Adds New Ways to Curb Abuse and Hate Speech - The New York Times,Katie Benner,0
8227,James Comey’s Democrat Critics Now See Russian Conspiracy in Trump’s Firing,Aaron Klein,0
8229,Paul Ryan Emerges From Health Care Defeat Badly Damaged - The New York Times,Matt Flegenheimer and Thomas Kaplan,0
8230,"Duterte, Citing Hitler, Says He Wants to Kill 3 Million Addicts in Philippines - The New York Times",Felipe Villamor,0
8231,‘The Only Way We Can Fight Back Is to Excel’ - The New York Times,Dale Russakoff,0
